gene,methylation_expr_corr,scaling_factor,modulation_type
MIEF1,0.00082496577,1.0008249,enhancement
MIEF2,0.016954733,1.0169548,enhancement
MIEN1,-0.1847906,0.8152094,suppression
MIER2,0.0631525,1.0631526,enhancement
MIER3,-0.039496593,0.9605034,suppression
MIF4GD,-0.039772186,0.9602278,suppression
MIIP,-0.1336804,0.8663196,suppression
MIMT1,-0.032526456,0.96747357,suppression
MINK1,-0.048660006,0.95134,suppression
MIOS,-0.014598083,0.9854019,suppression
MIPEP,-0.14574619,0.8542538,suppression
MIPOL1,-0.12611517,0.8738848,suppression
MIR1-1HG,-0.01697972,0.9830203,suppression
MIR663AHG,-0.007551962,0.99244803,suppression
MIRLET7BHG,-0.41104212,0.5889579,suppression
MIS18BP1,0.030246077,1.030246,enhancement
MISP,-0.32544893,0.67455107,suppression
MIXL1,-0.08183246,0.91816753,suppression
MKI67,-0.015594952,0.98440504,suppression
MKKS,-0.011490319,0.98850965,suppression
MKNK1,0.06127388,1.0612739,enhancement
MKNK2,0.11106761,1.1110677,enhancement
MKRN2,0.02297732,1.0229774,enhancement
MKS1,0.052238997,1.052239,enhancement
MKX,-0.26931453,0.7306855,suppression
MLEC,-0.011901903,0.9880981,suppression
MLH1,-0.0018827,0.9981173,suppression
MLH3,0.056838196,1.0568382,enhancement
MLLT1,0.009337948,1.0093379,enhancement
MLLT3,0.025286643,1.0252867,enhancement
MLLT4,-0.010012975,0.989987,suppression
MLLT6,0.1090001,1.1090001,enhancement
MLNR,-0.009280571,0.99071944,suppression
MLX,-0.055451367,0.9445486,suppression
MLXIP,-0.012724602,0.9872754,suppression
MLXIPL,-0.024181768,0.9758182,suppression
MLYCD,-0.047814403,0.9521856,suppression
MMAA,-0.020343136,0.9796569,suppression
MMAB,0.060475953,1.060476,enhancement
MME,-0.13634159,0.8636584,suppression
MMEL1,0.0046021664,1.0046022,enhancement
MMGT1,-0.13385837,0.8661416,suppression
MMP15,-0.012652314,0.98734766,suppression
MMP16,-0.055211246,0.94478875,suppression
MMP17,-0.057874914,0.9421251,suppression
MMP2,-0.038278453,0.96172154,suppression
MMP23B,-0.080780014,0.91922,suppression
MMP25,-0.043949578,0.9560504,suppression
MMP28,-0.0632947,0.9367053,suppression
MMS22L,-0.022986561,0.97701347,suppression
MN1,-0.14063738,0.8593626,suppression
MND1,-0.08821922,0.9117808,suppression
MNT,0.1109582,1.1109582,enhancement
MNX1,-0.026053999,0.973946,suppression
MOAP1,0.029627327,1.0296273,enhancement
MOB1A,-0.020756945,0.97924304,suppression
MOB3A,0.034343854,1.0343438,enhancement
MOB3C,-0.02902795,0.97097206,suppression
MOB4,-0.13389142,0.8661086,suppression
MOCOS,-0.06027179,0.9397282,suppression
MOCS1,-0.10166024,0.89833975,suppression
MOCS2,-0.055132765,0.94486725,suppression
MOCS3,0.055984743,1.0559847,enhancement
MOGAT1,-0.044957098,0.9550429,suppression
MOGAT3,0.0021343234,1.0021343,enhancement
MOGS,0.08311811,1.0831181,enhancement
MOK,-0.21599282,0.7840072,suppression
MON1A,-0.03495176,0.96504825,suppression
MON1B,0.041708577,1.0417086,enhancement
MORC3,-0.0030441673,0.9969558,suppression
MORF4L1,-0.0023906375,0.9976094,suppression
MORN1,0.028620772,1.0286207,enhancement
MORN2,-0.08954496,0.91045505,suppression
MORN5,0.000753127,1.0007532,enhancement
MOS,0.01568507,1.0156851,enhancement
MOSPD2,-0.07047293,0.92952704,suppression
MOV10,0.09213834,1.0921383,enhancement
MOV10L1,-0.0036751952,0.9963248,suppression
MOXD1,-0.16138022,0.83861977,suppression
MPC1,-0.010798346,0.98920166,suppression
MPDU1,-0.059446067,0.9405539,suppression
MPG,-0.014489561,0.98551047,suppression
MPHOSPH9,0.008005268,1.0080053,enhancement
MPI,0.043499954,1.0435,enhancement
MPLKIP,-0.049234893,0.95076513,suppression
MPND,0.05190682,1.0519068,enhancement
MPP2,0.004595201,1.0045952,enhancement
MPP5,0.00057723164,1.0005772,enhancement
MPP6,-0.22625041,0.7737496,suppression
MPPE1,0.06401102,1.064011,enhancement
MPPED1,-0.036715906,0.9632841,suppression
MPPED2,-0.11303596,0.886964,suppression
MPRIP,0.0027363272,1.0027363,enhancement
MPST,0.080065705,1.0800657,enhancement
MPV17L,-0.22701123,0.7729888,suppression
MPZL1,0.0053730127,1.005373,enhancement
MRAP2,-0.26541483,0.73458517,suppression
MRC2,-0.066482686,0.93351734,suppression
MREG,-0.016247828,0.9837522,suppression
MRFAP1,0.07013895,1.0701389,enhancement
MRFAP1L1,0.078240596,1.0782406,enhancement
MRGBP,0.031005047,1.031005,enhancement
MRGPRE,0.027006537,1.0270065,enhancement
MRM1,0.062095873,1.0620959,enhancement
MRPL10,0.07987883,1.0798788,enhancement
MRPL12,0.019723134,1.0197232,enhancement
MRPL13,-0.102433875,0.89756614,suppression
MRPL14,0.0021789235,1.0021789,enhancement
MRPL16,0.0024743131,1.0024743,enhancement
MRPL17,0.009739751,1.0097398,enhancement
MRPL18,0.01755464,1.0175546,enhancement
MRPL2,0.035540096,1.0355401,enhancement
MRPL20,-0.05966097,0.940339,suppression
MRPL21,0.049281195,1.0492812,enhancement
MRPL22,0.111729205,1.1117291,enhancement
MRPL23,-0.06387295,0.93612707,suppression
MRPL24,0.036565106,1.0365651,enhancement
MRPL28,0.04015823,1.0401583,enhancement
MRPL30,-0.08379709,0.9162029,suppression
MRPL33,-0.06331289,0.9366871,suppression
MRPL34,-0.0068793725,0.9931206,suppression
MRPL36,-0.08281583,0.9171842,suppression
MRPL39,-0.095599666,0.90440035,suppression
MRPL4,-0.024065854,0.97593415,suppression
MRPL40,-0.0716536,0.9283464,suppression
MRPL43,-0.003237413,0.9967626,suppression
MRPL44,-0.0670323,0.9329677,suppression
MRPL45,-0.18315716,0.81684285,suppression
MRPL45P2,-0.03184788,0.9681521,suppression
MRPL46,-0.027577339,0.97242266,suppression
MRPL49,0.027140163,1.0271401,enhancement
MRPL51,-0.0075863884,0.99241364,suppression
MRPL53,-0.050450712,0.9495493,suppression
MRPL55,-0.014885144,0.9851149,suppression
MRPS11,-0.004152037,0.99584794,suppression
MRPS15,-0.0055020987,0.9944979,suppression
MRPS18B,0.003539113,1.0035391,enhancement
MRPS18C,-0.11540745,0.88459253,suppression
MRPS2,0.06069231,1.0606923,enhancement
MRPS21,-0.3555302,0.6444698,suppression
MRPS22,-0.062709056,0.93729097,suppression
MRPS23,-0.034280315,0.9657197,suppression
MRPS26,0.0348447,1.0348448,enhancement
MRPS27,0.020658962,1.020659,enhancement
MRPS31P5,0.036343813,1.0363438,enhancement
MRPS6,0.0009821217,1.0009822,enhancement
MRPS7,0.036308967,1.036309,enhancement
MRVI1,0.0005027086,1.0005027,enhancement
MS4A10,0.02588962,1.0258896,enhancement
MSANTD2,0.050216384,1.0502164,enhancement
MSANTD4,-0.2782797,0.72172034,suppression
MSH3,0.055461336,1.0554613,enhancement
MSH5,0.06562763,1.0656276,enhancement
MSI2,0.031500142,1.0315001,enhancement
MSL3,-0.0184972,0.9815028,suppression
MSLN,-0.17467973,0.82532024,suppression
MSMO1,-0.060675174,0.93932486,suppression
MSN,-0.099545754,0.9004542,suppression
MSRB1,0.017143052,1.017143,enhancement
MSRB3,-0.12100977,0.87899023,suppression
MST1,-0.029400917,0.97059906,suppression
MST1L,0.019033654,1.0190337,enhancement
MST1R,-0.07352083,0.92647916,suppression
MSTO1,0.033431184,1.0334312,enhancement
MSX2,-0.09897994,0.90102005,suppression
MSX2P1,0.05649459,1.0564946,enhancement
MT1A,0.13740459,1.1374046,enhancement
MT1DP,-0.03252826,0.9674717,suppression
MT1E,-0.44690192,0.5530981,suppression
MT1F,-0.09534927,0.90465075,suppression
MT1G,-0.4133888,0.5866112,suppression
MT1IP,0.041692674,1.0416927,enhancement
MT1M,-0.18870619,0.81129384,suppression
MT1X,-0.007791993,0.992208,suppression
MT2A,0.027262207,1.0272622,enhancement
MTA1,0.021571133,1.0215712,enhancement
MTA2,0.06193445,1.0619345,enhancement
MTBP,-0.004499909,0.9955001,suppression
MTCH2,-0.011844935,0.98815507,suppression
MTERF3,0.006810176,1.0068102,enhancement
MTERF4,0.057427462,1.0574274,enhancement
MTF1,0.088208094,1.0882081,enhancement
MTFMT,0.122748815,1.1227489,enhancement
MTFR1,-0.015294002,0.984706,suppression
MTFR2,0.012310356,1.0123104,enhancement
MTG1,-0.034242783,0.9657572,suppression
MTG2,0.06086067,1.0608606,enhancement
MTHFD1,0.05455409,1.0545541,enhancement
MTHFD1L,-0.074988276,0.92501175,suppression
MTHFD2,-0.05099623,0.94900376,suppression
MTHFR,0.046031024,1.046031,enhancement
MTHFS,-0.0060843327,0.9939157,suppression
MTHFSD,-0.022666845,0.9773331,suppression
MTL5,-0.009698414,0.9903016,suppression
MTM1,-0.011067715,0.9889323,suppression
MTMR1,-0.060532276,0.9394677,suppression
MTMR10,-0.008126393,0.9918736,suppression
MTMR12,0.060210846,1.0602108,enhancement
MTMR2,-0.05998079,0.9400192,suppression
MTMR3,0.086721234,1.0867212,enhancement
MTMR4,0.071445055,1.0714451,enhancement
MTMR7,-0.3550309,0.6449691,suppression
MTMR9,0.043404464,1.0434045,enhancement
MTNR1A,0.0095805945,1.0095806,enhancement
MTO1,0.0044918926,1.0044919,enhancement
MTOR,0.102921866,1.1029218,enhancement
MTPN,-0.089705065,0.91029495,suppression
MTR,0.08631605,1.0863161,enhancement
MTRF1L,0.05251381,1.0525138,enhancement
MTRR,-0.019841416,0.98015857,suppression
MTSS1,0.014475667,1.0144757,enhancement
MTUS1,-0.04122632,0.9587737,suppression
MUC20,-0.23045206,0.76954794,suppression
MUS81,0.057902746,1.0579027,enhancement
MVB12B,-0.029303322,0.9706967,suppression
MVD,0.042503536,1.0425036,enhancement
MVP,0.035573684,1.0355737,enhancement
MX1,-0.12703949,0.8729605,suppression
MXD3,-0.10941026,0.8905897,suppression
MXD4,0.011669143,1.0116692,enhancement
MXI1,-0.022256108,0.97774386,suppression
MXRA7,-0.14450991,0.8554901,suppression
MXRA8,-0.18163873,0.8183613,suppression
MYADML,-0.010571089,0.98942894,suppression
MYBL2,0.0467961,1.0467961,enhancement
MYBPC2,-0.0059448476,0.99405515,suppression
MYC,-0.055865366,0.94413465,suppression
MYCL,-0.057145126,0.9428549,suppression
MYCN,-0.33143395,0.66856605,suppression
MYDGF,0.051840376,1.0518404,enhancement
MYEF2,-0.0047720503,0.99522793,suppression
MYF5,-0.00347136,0.9965286,suppression
MYH11,-0.06053761,0.93946236,suppression
MYH14,-0.23627687,0.76372313,suppression
MYH3,0.12894437,1.1289444,enhancement
MYH7B,-0.000121879246,0.9998781,suppression
MYL12A,-0.07938333,0.9206167,suppression
MYL12B,-0.054191276,0.9458087,suppression
MYL5,-0.26971915,0.7302809,suppression
MYL9,-0.13216582,0.8678342,suppression
MYLIP,-0.07206194,0.92793804,suppression
MYLK,-0.044188507,0.9558115,suppression
MYNN,-0.030831473,0.96916854,suppression
MYO10,-0.06748412,0.93251586,suppression
MYO15A,0.0023305763,1.0023305,enhancement
MYO15B,-0.021625023,0.97837496,suppression
MYO18A,0.076534875,1.0765349,enhancement
MYO18B,-0.005848183,0.99415183,suppression
MYO19,0.056005657,1.0560057,enhancement
MYO1C,0.054555047,1.054555,enhancement
MYO1D,0.0010562921,1.0010563,enhancement
MYO3A,-0.08728625,0.91271377,suppression
MYO5A,-0.06155389,0.9384461,suppression
MYO6,-0.012232202,0.9877678,suppression
MYO7B,-0.018246975,0.98175305,suppression
MYO9A,0.046418283,1.0464183,enhancement
MYOCD,-0.062471174,0.93752885,suppression
MYOD1,0.021444738,1.0214448,enhancement
MYOM3,0.07105943,1.0710595,enhancement
MYPOP,0.057209585,1.0572096,enhancement
MYRIP,-0.07770269,0.9222973,suppression
MZF1,0.08618389,1.0861839,enhancement
MZT2A,0.00991422,1.0099143,enhancement
MZT2B,0.021041129,1.0210412,enhancement
N4BP1,0.09563368,1.0956336,enhancement
N4BP2,0.067193784,1.0671937,enhancement
N4BP2L1,-0.15398508,0.8460149,suppression
N4BP2L2,0.020412695,1.0204127,enhancement
N4BP3,-0.0071897996,0.9928102,suppression
NAA15,-0.01983053,0.9801695,suppression
NAA20,0.0034668676,1.0034668,enhancement
NAA25,0.063459724,1.0634598,enhancement
NAA30,0.007448866,1.0074489,enhancement
NAA40,0.052731637,1.0527316,enhancement
NAA60,0.017705973,1.0177059,enhancement
NAAA,-0.0054465346,0.99455345,suppression
NAB2,0.061186794,1.0611868,enhancement
NACA,-0.021615217,0.9783848,suppression
NACC1,0.00024440882,1.0002444,enhancement
NACC2,0.050458334,1.0504583,enhancement
NADK,0.07902647,1.0790265,enhancement
NADSYN1,0.03434117,1.0343412,enhancement
NAGK,0.062077805,1.0620778,enhancement
NAGS,-0.066753834,0.93324614,suppression
NAIF1,-0.0061169975,0.993883,suppression
NALCN,-0.04104762,0.95895237,suppression
NAMPT,-0.0793012,0.9206988,suppression
NANOS1,0.03899702,1.038997,enhancement
NANP,0.017217344,1.0172174,enhancement
NANS,-0.010213991,0.989786,suppression
NAP1L4,0.041487604,1.0414876,enhancement
NAPA,0.09692879,1.0969288,enhancement
NAPRT,-0.51552516,0.48447484,suppression
NARF,0.05599983,1.0559999,enhancement
NAT14,0.02491974,1.0249197,enhancement
NATD1,0.06168072,1.0616807,enhancement
NAV1,-0.017254291,0.9827457,suppression
NBEA,-0.0015379769,0.998462,suppression
NBEAL1,0.0028213083,1.0028213,enhancement
NBEAL2,0.08747746,1.0874774,enhancement
NBPF1,-0.020269496,0.9797305,suppression
NBPF10,0.08724583,1.0872458,enhancement
NBR2,-0.02290857,0.97709143,suppression
NCALD,-0.14945257,0.85054743,suppression
NCAM2,-0.0017171951,0.9982828,suppression
NCAPD3,0.07211565,1.0721157,enhancement
NCAPG,-0.032095794,0.9679042,suppression
NCAPG2,-0.01600736,0.98399264,suppression
NCAPH,0.04295088,1.0429509,enhancement
NCAPH2,0.011482153,1.0114821,enhancement
NCBP1,-0.00058299006,0.999417,suppression
NCBP2,0.022635585,1.0226356,enhancement
NCDN,0.07057577,1.0705757,enhancement
NCK1,-0.10686606,0.89313394,suppression
NCKIPSD,-0.015619212,0.9843808,suppression
NCL,0.0022371088,1.0022371,enhancement
NCOA2,-0.028668923,0.97133106,suppression
NCOA3,0.004891035,1.004891,enhancement
NCOA4,-0.01740481,0.9825952,suppression
NCOA5,0.028721347,1.0287213,enhancement
NCOA7,-0.10896383,0.89103615,suppression
NCOR1,0.031429388,1.0314294,enhancement
NCR3LG1,-0.020129275,0.97987074,suppression
NDE1,0.09320747,1.0932075,enhancement
NDFIP1,0.037064023,1.0370641,enhancement
NDFIP2,-0.069820985,0.930179,suppression
NDNF,-0.1270725,0.8729275,suppression
NDOR1,-0.05111332,0.9488867,suppression
NDRG1,0.0022413253,1.0022414,enhancement
NDRG2,-0.07975679,0.9202432,suppression
NDUFA10,-0.053756114,0.9462439,suppression
NDUFA11,-0.004423333,0.9955767,suppression
NDUFA12,0.0602213,1.0602213,enhancement
NDUFA13,-0.040793333,0.95920664,suppression
NDUFA3,0.046767358,1.0467674,enhancement
NDUFA4,-0.018128019,0.98187196,suppression
NDUFA4L2,0.03501645,1.0350164,enhancement
NDUFA8,-0.010438086,0.9895619,suppression
NDUFAF2,-0.04595825,0.9540417,suppression
NDUFAF3,0.059588388,1.0595884,enhancement
NDUFAF4,-0.06803292,0.9319671,suppression
NDUFAF7,0.04127921,1.0412792,enhancement
NDUFB1,-0.0168046,0.9831954,suppression
NDUFB10,0.0057899114,1.0057899,enhancement
NDUFB11,-0.053162623,0.94683737,suppression
NDUFB2,-0.08031343,0.91968656,suppression
NDUFB3,-0.09430788,0.9056921,suppression
NDUFB5,0.012703637,1.0127037,enhancement
NDUFB6,-0.036157146,0.96384287,suppression
NDUFC1,-0.0591747,0.9408253,suppression
NDUFS1,-0.011329311,0.9886707,suppression
NDUFS3,-0.0603204,0.9396796,suppression
NDUFS5,-0.04589365,0.95410633,suppression
NDUFS7,0.009475864,1.0094758,enhancement
NDUFS8,0.047137324,1.0471374,enhancement
NDUFV1,0.030416025,1.030416,enhancement
NDUFV2,-0.0031694714,0.9968305,suppression
NDUFV3,0.027615808,1.0276158,enhancement
NEAT1,2.3601311e-05,1.0000236,enhancement
NECAB2,0.0026392383,1.0026393,enhancement
NECAB3,-0.0046362346,0.9953638,suppression
NEDD1,-0.056381542,0.9436185,suppression
NEDD4,0.06095069,1.0609506,enhancement
NEDD4L,0.009882206,1.0098822,enhancement
NEDD8,-0.021887615,0.9781124,suppression
NEFH,-0.29053244,0.70946753,suppression
NEIL1,-0.12136525,0.87863475,suppression
NEIL2,0.009684013,1.009684,enhancement
NEK11,-0.029539935,0.97046006,suppression
NEK3,0.049128138,1.0491282,enhancement
NEK4,0.068871506,1.0688715,enhancement
NEK5,-0.02008473,0.97991526,suppression
NEK6,-0.034928545,0.96507144,suppression
NEK7,-0.045874804,0.95412517,suppression
NEK9,-0.037865546,0.9621345,suppression
NELFA,0.03476006,1.0347601,enhancement
NELFB,0.009968907,1.0099689,enhancement
NELFCD,-0.23704644,0.7629536,suppression
NELL2,-0.08604458,0.91395545,suppression
NENF,0.07069854,1.0706985,enhancement
NEO1,0.019145157,1.0191451,enhancement
NET1,-0.06828116,0.9317188,suppression
NETO2,-0.1720557,0.8279443,suppression
NEU3,0.027392881,1.0273929,enhancement
NEURL1,-0.028972283,0.97102773,suppression
NEURL2,-0.045888696,0.9541113,suppression
NEURL3,-0.0013854546,0.99861455,suppression
NEURL4,0.049918592,1.0499187,enhancement
NEUROD4,0.038869407,1.0388694,enhancement
NEUROG1,0.020989686,1.0209897,enhancement
NEXN,-0.34698477,0.65301526,suppression
NF1,-0.05035472,0.9496453,suppression
NF2,0.013131491,1.0131315,enhancement
NFASC,-0.24137549,0.7586245,suppression
NFAT5,0.09979279,1.0997928,enhancement
NFATC1,-0.09285524,0.9071448,suppression
NFATC2IP,0.08446852,1.0844685,enhancement
NFATC3,-0.062026784,0.9379732,suppression
NFATC4,-0.024448734,0.97555125,suppression
NFE2L1,0.038327854,1.0383278,enhancement
NFE2L2,-0.09619466,0.9038053,suppression
NFIB,-0.39961496,0.60038507,suppression
NFIC,0.12899387,1.1289939,enhancement
NFIL3,-0.10567024,0.8943298,suppression
NFIX,0.019212684,1.0192127,enhancement
NFKB2,0.049609143,1.0496092,enhancement
NFKBIA,0.053947333,1.0539473,enhancement
NFKBIZ,0.0027305323,1.0027305,enhancement
NFRKB,0.0067779496,1.006778,enhancement
NFS1,-0.070076615,0.9299234,suppression
NFXL1,-0.050156873,0.9498431,suppression
NFYA,-0.040241495,0.9597585,suppression
NFYB,0.0050065867,1.0050066,enhancement
NGB,-0.035905324,0.9640947,suppression
NGDN,0.0036867412,1.0036868,enhancement
NGEF,0.040110014,1.04011,enhancement
NGF,-0.059686057,0.94031394,suppression
NGRN,-0.035585012,0.964415,suppression
NHEJ1,-0.047000404,0.9529996,suppression
NHLRC4,-0.228015,0.771985,suppression
NHP2,-0.07778413,0.9222159,suppression
NHSL2,-0.024727216,0.9752728,suppression
NICN1,0.052392453,1.0523925,enhancement
NID1,-0.07814887,0.92185116,suppression
NIF3L1,-0.06538713,0.9346129,suppression
NIFK,-0.06454385,0.93545616,suppression
NINJ2,-0.24805418,0.75194585,suppression
NINL,-0.26764628,0.7323537,suppression
NIP7,-0.03309052,0.96690947,suppression
NIPA1,0.0047188094,1.0047188,enhancement
NIPA2,-0.060153175,0.9398468,suppression
NIPAL1,-0.06183591,0.9381641,suppression
NIPBL,0.077693686,1.0776937,enhancement
NIPSNAP1,-0.018860638,0.98113936,suppression
NIT1,0.09413867,1.0941386,enhancement
NIT2,-0.016788304,0.9832117,suppression
NKAIN3,-0.026710404,0.9732896,suppression
NKAIN4,0.006495103,1.0064951,enhancement
NKD1,-0.0869982,0.9130018,suppression
NKD2,-0.086632,0.913368,suppression
NKIRAS1,0.026185686,1.0261856,enhancement
NKX1-2,-0.032928266,0.9670717,suppression
NKX2-1,-0.051677883,0.9483221,suppression
NKX2-6,-0.014137032,0.985863,suppression
NKX2-8,0.050348964,1.050349,enhancement
NKX3-2,-0.13533999,0.86466,suppression
NLE1,0.025274502,1.0252745,enhancement
NLGN1,-0.20812772,0.79187226,suppression
NLN,-0.008382849,0.99161714,suppression
NLRC3,-0.03838671,0.9616133,suppression
NLRP11,0.02042059,1.0204206,enhancement
NLRP14,0.03328698,1.0332869,enhancement
NLRP2,-0.5248456,0.4751544,suppression
NLRX1,0.010271151,1.0102712,enhancement
NME1,-0.036986127,0.9630139,suppression
NME1-NME2,-0.061695617,0.93830436,suppression
NME4,0.029942721,1.0299428,enhancement
NME6,0.017055461,1.0170555,enhancement
NME7,-0.09724912,0.90275085,suppression
NME9,-0.0058238595,0.99417615,suppression
NMRAL1,-0.20268016,0.7973198,suppression
NMRK1,0.01882672,1.0188267,enhancement
NMRK2,-0.06446497,0.935535,suppression
NMT1,0.05804771,1.0580478,enhancement
NMU,-0.07743866,0.92256135,suppression
NMUR1,-0.038409334,0.96159065,suppression
NNMT,-0.18356514,0.81643486,suppression
NNT,-0.14617608,0.8538239,suppression
NOB1,0.048957165,1.0489571,enhancement
NOC2L,0.047834076,1.047834,enhancement
NOC4L,0.024925219,1.0249252,enhancement
NOD1,-0.025937175,0.9740628,suppression
NOD2,-0.082817316,0.9171827,suppression
NODAL,0.040352225,1.0403522,enhancement
NOG,0.024325818,1.0243258,enhancement
NOL10,0.063894644,1.0638946,enhancement
NOL3,-0.15822352,0.8417765,suppression
NOL4L,-0.04617296,0.953827,suppression
NOL6,0.09187459,1.0918746,enhancement
NOL9,-0.11375003,0.88624996,suppression
NOM1,0.04407785,1.0440779,enhancement
NOP10,-0.06192839,0.9380716,suppression
NOP14,0.046608586,1.0466086,enhancement
NOP56,0.017517785,1.0175178,enhancement
NOP9,-0.0041871285,0.9958129,suppression
NOS1,0.04892439,1.0489244,enhancement
NOS1AP,0.0065934863,1.0065935,enhancement
NOSIP,-0.032310482,0.9676895,suppression
NOSTRIN,-0.4423272,0.5576728,suppression
NOTCH2NL,-0.029046074,0.97095394,suppression
NOTCH3,-0.13498852,0.86501145,suppression
NOTUM,-0.044570487,0.9554295,suppression
NOVA1,-0.23128287,0.7687171,suppression
NOVA2,-0.071928084,0.9280719,suppression
NOX4,-0.014632028,0.98536795,suppression
NOXA1,0.012966133,1.0129662,enhancement
NPAS1,0.12335568,1.1233556,enhancement
NPAS2,-0.07188512,0.9281149,suppression
NPAS4,-0.05112384,0.94887614,suppression
NPAT,0.038250603,1.0382506,enhancement
NPB,-0.15000579,0.8499942,suppression
NPBWR1,0.029912692,1.0299127,enhancement
NPC2,-0.06396714,0.9360329,suppression
NPEPL1,-0.05843617,0.94156384,suppression
NPEPPS,0.09046583,1.0904658,enhancement
NPFFR1,-0.031773124,0.96822685,suppression
NPHP3,0.027026286,1.0270263,enhancement
NPHS2,0.023890369,1.0238904,enhancement
NPPA,-0.016443018,0.983557,suppression
NPPB,-0.0163568,0.9836432,suppression
NPPC,-0.015021181,0.9849788,suppression
NPR1,-0.054476637,0.9455234,suppression
NPR2,-0.3190173,0.6809827,suppression
NPR3,-0.010675598,0.9893244,suppression
NPRL2,0.036642678,1.0366427,enhancement
NPRL3,-0.07935098,0.92064905,suppression
NPTN,-0.031521905,0.9684781,suppression
NPTXR,-0.07266676,0.92733324,suppression
NPY2R,-0.019658186,0.9803418,suppression
NPY4R,0.017139968,1.0171399,enhancement
NPY5R,-0.4003546,0.5996454,suppression
NQO1,-0.11733609,0.8826639,suppression
NR1D1,0.061649244,1.0616492,enhancement
NR1D2,0.008281211,1.0082812,enhancement
NR1H2,-0.052056763,0.9479432,suppression
NR2C2AP,-0.050346002,0.949654,suppression
NR2E1,0.04499334,1.0449934,enhancement
NR2F2,-0.08638406,0.91361594,suppression
NR3C1,-0.118559346,0.88144064,suppression
NR3C2,-0.01876862,0.9812314,suppression
NR4A1,-0.078181155,0.92181885,suppression
NR4A2,-0.020857455,0.97914255,suppression
NR4A3,-0.012599795,0.98740023,suppression
NR5A1,-0.0045812293,0.9954188,suppression
NR6A1,-0.050097603,0.9499024,suppression
NRARP,-0.07954601,0.92045397,suppression
NRAV,-0.030969786,0.9690302,suppression
NRBP1,-0.012384339,0.98761564,suppression
NRDE2,-0.09743512,0.9025649,suppression
NREP,-0.027340773,0.97265923,suppression
NRF1,0.035046663,1.0350467,enhancement
NRG3,-0.009301592,0.9906984,suppression
NRIP1,0.02127264,1.0212727,enhancement
NRIP3,-0.175752,0.824248,suppression
NRK,-0.041017942,0.95898205,suppression
NRM,-0.00439605,0.995604,suppression
NRN1,-0.16474512,0.8352549,suppression
NRN1L,-0.015086232,0.98491377,suppression
NRP1,-0.09832463,0.90167534,suppression
NRSN2,0.036908783,1.0369087,enhancement
NRTN,0.052698903,1.0526989,enhancement
NRXN3,0.052433472,1.0524335,enhancement
NSA2,-0.007262954,0.99273705,suppression
NSD1,0.111770906,1.1117709,enhancement
NSDHL,-0.17037234,0.82962763,suppression
NSMAF,-0.10141635,0.89858365,suppression
NSMCE2,-0.06066543,0.9393346,suppression
NSMCE4A,-0.016341351,0.9836587,suppression
NSMF,0.019866472,1.0198665,enhancement
NSRP1,0.13644914,1.1364491,enhancement
NSUN6,-0.04905716,0.9509428,suppression
NT5C,0.038244817,1.0382448,enhancement
NT5C1A,0.032019474,1.0320195,enhancement
NT5C2,-0.08131961,0.91868037,suppression
NT5C3B,-0.13404097,0.86595905,suppression
NT5DC2,-0.16924883,0.8307512,suppression
NT5E,-0.15486673,0.8451333,suppression
NT5M,0.06963541,1.0696354,enhancement
NTAN1,-0.065200195,0.9347998,suppression
NTM,-0.12333838,0.8766616,suppression
NTMT1,-0.04698738,0.95301265,suppression
NTN1,-0.0105683375,0.9894317,suppression
NTN3,0.047390625,1.0473906,enhancement
NTN4,-0.24138358,0.75861645,suppression
NTNG1,-0.24203968,0.7579603,suppression
NTNG2,-0.0655557,0.9344443,suppression
NTPCR,0.009375984,1.0093759,enhancement
NTRK1,0.012240694,1.0122406,enhancement
NTRK3,-0.1735597,0.82644033,suppression
NUB1,0.07949861,1.0794986,enhancement
NUBPL,0.05078942,1.0507895,enhancement
NUDT1,0.010242881,1.0102429,enhancement
NUDT14,0.026648229,1.0266483,enhancement
NUDT16,-0.063961975,0.936038,suppression
NUDT16L1,-0.014766103,0.9852339,suppression
NUDT17,0.0063190754,1.006319,enhancement
NUDT18,0.07385642,1.0738565,enhancement
NUDT2,-0.035573665,0.96442634,suppression
NUDT21,-0.038374923,0.9616251,suppression
NUDT22,-0.009099221,0.99090075,suppression
NUDT5,-0.014668313,0.9853317,suppression
NUDT6,-0.014727772,0.9852722,suppression
NUDT8,-0.036445223,0.9635548,suppression
NUDT9P1,0.013914532,1.0139146,enhancement
NUFIP1,-0.028185269,0.97181475,suppression
NUFIP2,0.057168826,1.0571688,enhancement
NUMA1,0.09689451,1.0968945,enhancement
NUMBL,0.006600496,1.0066005,enhancement
NUP107,-0.010601908,0.9893981,suppression
NUP155,-0.041809168,0.95819086,suppression
NUP160,-0.007268069,0.9927319,suppression
NUP188,0.05480879,1.0548087,enhancement
NUP210,-0.07479362,0.92520636,suppression
NUP214,0.038365293,1.0383652,enhancement
NUP50,-0.10089817,0.89910185,suppression
NUP62CL,-0.20941669,0.7905833,suppression
NUP85,0.013704748,1.0137048,enhancement
NUP88,-0.0044141104,0.9955859,suppression
NUP93,-0.0071446327,0.99285537,suppression
NUP98,-0.037747595,0.9622524,suppression
NUPR1,-0.19124158,0.80875844,suppression
NUS1,-0.10761199,0.892388,suppression
NUSAP1,0.021864336,1.0218643,enhancement
